"id","geoid","metro","region","lat","lon","year","oned_index","economy_index","education_index","equity_index","quality_of_life_index","transit_index","econ_exports","econ_gmp","econ_hightech","econ_kiemploy","econ_mhhinc","econ_pcpi","econ_pop2534","econ_povrt","econ_techpatents","econ_biztaxindex","econ_rdsharegdp","econ_vcpc","edu_pctbachhigher2534","edu_pctbachhigher","edu_ppstatebudget","edu_ppspending","edu_enrolled","edu_hsdiploma","edu_naep4math","edu_naep4read","edu_naep4sci","edu_naep8math","edu_naep8read","edu_naep8sci","edu_unemployednohs","equity_fbpop","equity_gini","equity_incshareq1","equity_incshareq2","equity_incshareq3","equity_incshareq4","equity_incshareq5","equity_incsharetop5","equity_medhhincblack","equity_medhhinchisp","equity_medhhincwhite","equity_medhhinctotal","equity_childpovrtblack","equity_childpovrthisp","equity_childpovrtwhite","equity_childpovrttotal","equity_homeownershipblack","equity_homeownershiphisp","equity_homeownershipwhite","equity_homeownershiptotal","qol_aqi","qol_homeownershiptotal","qol_popchange","qol_popwohealthins","qol_vcrimert","qol_vthourspc","qol_obese","qol_physicians","transit_hoursdelayedpc","transit_caralone","transit_novehicle","transit_statefunding","transit_bustrips","transit_bridgecondition"
227,11,"Columbus-Marion-Chillicothe, OH","Midwest",39.9622601,-83.0007065,2013,4.29,3.93,3.21,1.44,2.09,2.64,182677011.19,38450.11,0.1759,0.2957,68889.94,15041.48,0.0076,0.2196,0.0762,0.44,0.0704,379.72,0.0406,0.1922,3862.79,13914.83,0.1365,0.8158,30.66,106.90,221.86,45.24,288.59,102.14,0.0010,0.0704,0.29,0.0204,0.0939,0.1584,0.2319,0.4891,0.1930,80695.67,69015.57,92293.43,42316.36,0.1776,0.1347,0.1920,0.2431,0.5840,0.3653,0.3357,0.1865,0.3074,0.2136,0.0278,0.1337,497.68,35.37,0.2029,129.24,68,0.6617,0.0416,385.52,0.8332,0.3171
228,12,"Dallas-Fort Worth, TX","Southeast",32.7801052,-96.8000082,2013,2.45,2.40,3.69,4.77,0.77,0.57,843538306.14,538.82,0.1355,0.2897,66930.72,20717.93,0.0335,0.0509,0.1123,4.81,0.0550,437.48,0.0936,0.4651,681.66,14403.75,0.0268,0.8100,268.87,134.27,354.15,351.99,488.42,374.68,0.0278,0.2006,0.08,0.0238,0.1097,0.1595,0.2532,0.4928,0.2273,30926.79,94177.86,13699.67,97916.43,0.1651,0.0467,0.0763,0.2260,0.9366,0.3633,0.1487,0.0578,0.5471,0.9612,0.0282,0.0890,88.57,3.42,0.1584,395.40,58,0.6448,0.0790,239.89,0.7701,0.0193
229,13,"Dayton-Springfield-Greenville, OH","Midwest",39.7589478,-84.1916069,2013,1.42,3.84,1.41,0.49,4.59,3.25,124307921.58,46743.13,0.1283,0.2888,74225.12,86151.28,0.0107,0.0506,0.0588,6.33,0.0207,280.48,0.0046,0.1447,13703.53,1566.41,0.1484,0.8326,240.36,302.46,268.13,394.32,346.08,359.87,0.0014,0.1419,0.13,0.0489,0.0994,0.1608,0.2480,0.5171,0.1835,70977.34,26641.93,27267.67,57218.60,0.0198,0.1032,0.1673,0.1518,0.8095,0.1583,0.6474,0.0190,0.8947,0.6707,0.0135,0.1662,585.59,20.41,0.4439,202.03,53,0.5323,0.0111,333.03,0.6478,0.2766
230,14,"Denver-Aurora-Boulder, CO","West",39.7391536,-104.9847034,2013,3.53,2.71,3.47,0.02,2.08,4.52,215201458.61,78090.23,0.2640,0.2561,6193.36,11427.80,0.0302,0.0500,0.1160,8.61,0.0100,135.73,0.3047,0.0226,13341.81,6399.57,0.0585,0.9085,427.66,487.73,75.89,449.88,206.95,190.30,0.0407,0.0932,0.19,0.0501,0.1102,0.1457,0.2536,0.4876,0.2131,71269.87,10988.36,14172.37,78195.79,0.1846,0.1634,0.1384,0.1697,0.7725,0.4329,0.4163,0.2865,0.6346,0.2671,0.0065,0.1558,142.60,0.33,0.0306,264.76,4,0.9801,0.0503,166.89,0.2573,0.0644
231,15,"Detroit-Warren-Flint, MI","Midwest",42.3486635,-83.0567375,2013,2.83,4.63,2.53,1.94,2.79,3.08,945679041.04,74435.65,0.1645,0.3730,24713.12,2887.81,0.0120,0.0807,0.0617,1.50,0.0376,408.47,0.0515,0.1666,7204.48,14583.18,0.1062,0.9948,129.86,416.07,421.98,50.46,387.16,245.37,0.0075,0.0261,0.03,0.0387,0.0886,0.1621,0.2280,0.4793,0.1943,88437.78,44224.42,95315.20,86741.98,0.0729,0.0160,0.1289,0.1384,0.5121,0.9371,0.0369,0.3618,0.2089,0.5759,0.0225,0.2160,540.55,8.00,0.2160,326.51,76,0.9291,0.0485,130.17,0.7249,0.1800
232,16,"Fresno-Madera, CA","Southwest",36.7294455,-119.70886061,2013,2.18,4.93,4.09,0.81,2.20,3.66,487606459.48,98939.75,0.0878,0.2536,12502.79,26505.26,0.0032,0.1682,0.0436,9.02,0.0812,299.74,0.4787,0.0740,12169.16,57.01,0.2059,0.8017,434.41,391.34,6.58,22.67,439.66,60.95,0.0008,0.0293,0.49,0.0449,0.0923,0.1333,0.2341,0.4800,0.2070,86438.27,81690.39,28326.75,56173.09,0.0600,0.1298,0.0145,0.0946,0.2270,0.0109,0.6421,0.7486,0.8320,0.6130,0.0284,0.2011,107.76,22.54,0.3101,316.72,35,0.8757,0.0306,435.80,0.1925,0.1896
233,17,"Grand Rapids-Muskegon-Holland, MI","Midwest",42.9633599,-85.6680863,2013,0.74,1.69,2.85,4.80,4.26,1.50,892224014.46,48975.37,0.0255,0.1507,19291.69,60920.02,0.0264,0.1720,0.1666,4.08,0.0645,61.32,0.1407,0.0353,14478.19,10712.55,0.1494,0.9069,261.40,173.51,333.72,307.29,26.35,141.85,0.0307,0.2231,0.05,0.0235,0.1012,0.1387,0.2433,0.4701,0.2019,69567.39,87207.78,72189.71,40608.23,0.0901,0.1410,0.2244,0.2286,0.6625,0.2522,0.1694,0.3641,0.3262,0.5963,0.0144,0.0634,716.61,31.67,0.3083,145.92,23,0.5580,0.0869,294.66,0.2319,0.0514
234,18,"Greensboro--Winston-Salem--High Point, NC","Southeast",36.0726355,-79.7919754,2013,2.88,2.23,1.35,4.71,4.85,2.74,90821915.73,85913.91,0.1616,0.1952,68022.76,69938.40,0.0261,0.2201,0.1057,8.60,0.0576,279.15,0.4798,0.1730,14654.59,7959.69,0.1325,0.9387,21.85,251.44,391.75,24.74,217.51,324.85,0.0485,0.2469,0.36,0.0238,0.1104,0.1405,0.2261,0.4894,0.2153,69251.51,72291.71,64881.92,6520.03,0.2133,0.2485,0.0093,0.0295,0.1277,0.5397,0.1522,0.3345,0.3273,0.7690,0.0323,0.1523,193.22,35.41,0.3354,250.94,19,0.8611,0.0479,17.34,0.7521,0.4280
235,19,"Greenville-Spartanburg-Anderson, SC","Southeast",34.8512316,-82.3985105,2013,2.03,3.55,2.71,3.41,2.35,1.04,970945792.69,24715.53,0.0613,0.0184,24814.48,25771.16,0.0297,0.1866,0.1180,8.30,0.0010,357.40,0.2271,0.0736,32.46,1429.63,0.0251,0.8542,82.36,72.74,461.30,98.99,132.34,40.83,0.0236,0.0908,0.39,0.0305,0.1001,0.1375,0.2449,0.4803,0.2237,17087.24,28301.60,11121.72,69151.51,0.1149,0.1116,0.2108,0.1989,0.9918,0.4568,0.1423,0.2937,0.0872,0.3568,0.0288,0.0050,588.84,15.02,0.2896,252.09,67,0.5147,0.0874,391.85,0.9177,0.3614
236,20,"Hartford-West Hartford-Willimantic, CT","Northeast",41.765599,-72.69058501,2013,2.86,4.02,0.39,0.55,0.64,0.27,603185299.04,51314.04,0.3521,0.0025,56447.90,27110.92,0.0038,0.1987,0.0254,9.83,0.0744,18.34,0.1675,0.2930,12307.91,10472.18,0.1539,0.8763,221.67,362.95,186.27,239.52,158.59,144.36,0.0256,0.1864,0.33,0.0267,0.0952,0.1366,0.2218,0.4895,0.2074,35746.74,71169.64,85240.12,22133.20,0.1211,0.0682,0.1596,0.1564,0.9242,0.5716,0.1884,0.9828,0.6585,0.8346,0.0234,0.0943,349.61,13.09,0.3237,309.15,21,0.8362,0.0783,159.15,0.6182,0.1745
237,21,"Houston-Baytown-Huntsville, TX","Southeast",29.9519265,-95.54091698,2013,2.83,2.93,4.22,0.21,0.05,3.85,990849957.99,62918.66,0.2987,0.1845,31592.78,61514.85,0.0130,0.2454,0.0332,5.85,0.0808,210.14,0.4263,0.3106,3467.90,5892.25,0.1811,0.9428,84.39,67.69,163.18,438.46,48.04,489.67,0.0461,0.1344,0.13,0.0404,0.1076,0.1407,0.2394,0.4949,0.2145,25286.55,13321.45,98886.28,92896.28,0.2142,0.0044,0.2043,0.1968,0.4050,0.8794,0.1802,0.7873,0.3017,0.7327,0.0223,0.0926,346.64,37.32,0.4972,368.22,66,0.9169,0.0309,11.35,0.3482,0.3343
238,22,"Indianapolis-Anderson-Columbus, IN","Midwest",39.7683795,-86.1580447,2013,4.86,1.54,4.38,4.30,0.67,3.44,115524236.53,87807.44,0.0233,0.4937,21977.39,84318.43,0.0152,0.1694,0.0425,5.22,0.0503,30.43,0.3114,0.0210,14047.34,10918.17,0.0062,0.8962,198.12,74.17,413.19,308.29,39.49,293.21,0.0462,0.1506,0.22,0.0451,0.0827,0.1358,0.2404,0.4905,0.1913,41274.77,97803.24,9343.24,26535.12,0.2470,0.1050,0.0970,0.1104,0.7207,0.8771,0.0485,0.9858,0.3200,0.4131,0.0170,0.0970,309.44,23.68,0.2991,152.40,33,0.8586,0.0987,58.20,0.5839,0.0300
239,23,"Jacksonville, FL","Southeast",30.3321838,-81.655651,2013,3.40,2.60,2.68,4.39,3.86,0.17,65035816.24,45581.21,0.1632,0.0939,84228.47,10381.24,0.0305,0.2202,0.0890,1.31,0.0423,455.86,0.3002,0.3805,12415.82,11646.98,0.1116,0.8182,450.96,494.07,160.52,29.41,212.06,253.41,0.0146,0.0251,0.45,0.0312,0.1133,0.1328,0.2210,0.5081,0.2026,45209.47,96258.54,71486.32,31103.14,0.1141,0.2241,0.2400,0.2487,0.6845,0.8776,0.5297,0.5900,0.5910,0.1684,0.0161,0.0594,274.62,45.18,0.3484,367.33,29,0.8155,0.0780,199.72,0.8075,0.3686
240,24,"Kansas City-Overland Park-Kansas City, MO-KS","Midwest",39.0844687,-94.5630298,2013,3.41,2.41,4.07,1.77,1.07,4.58,330999593.90,33477.22,0.1970,0.2131,24625.05,81853.30,0.0307,0.2301,0.0420,1.88,0.0277,331.36,0.0595,0.3374,7265.98,3203.19,0.1429,0.9135,489.80,368.56,47.56,109.56,409.78,91.19,0.0370,0.2096,0.12,0.0384,0.1107,0.1349,0.2244,0.5192,0.1807,77621.28,24511.86,96026.87,64769.99,0.1784,0.1687,0.1640,0.1621,0.8084,0.9591,0.1761,0.5507,0.7728,0.9877,0.0231,0.1394,459.84,32.58,0.3580,181.59,53,0.5032,0.0336,33.41,0.4169,0.3820
241,25,"Knoxville-Sevierville-La Follette, TN","Southeast",35.9603948,-83.9210261,2013,0.38,4.15,1.58,2.90,4.39,4.46,175303781.13,75855.44,0.0615,0.4771,72822.48,98659.71,0.0318,0.0540,0.0923,8.55,0.0425,146.81,0.1322,0.1422,592.76,4725.21,0.1534,0.8940,291.78,73.84,53.87,409.55,476.65,12.87,0.0129,0.0887,0.31,0.0409,0.1086,0.1439,0.2405,0.5017,0.2145,8953.95,7795.46,19625.27,64848.41,0.0715,0.0026,0.1493,0.0876,0.1820,0.2674,0.9806,0.8401,0.9882,0.0378,0.0093,0.2352,60.65,11.72,0.3980,271.88,31,0.7919,0.0244,116.71,0.3394,0.4433
242,26,"Las Vegas-Paradise-Pahrump, NV","Southwest",36.145204,-115.1611806,2013,2.35,3.26,1.65,3.87,4.62,4.66,603565647.22,80673.48,0.0961,0.0816,47767.37,52555.37,0.0249,0.2279,0.1724,8.48,0.0709,43.17,0.0677,0.2338,14249.75,426.38,0.1967,0.8732,354.61,1.29,238.52,9.98,33.32,433.97,0.0143,0.0527,0.38,0.0523,0.1039,0.1573,0.2246,0.5034,0.2123,7746.72,93299.01,54589.39,98327.85,0.2387,0.2114,0.1508,0.2073,0.3004,0.9514,0.7477,0.6028,0.0668,0.7456,0.0301,0.2148,225.79,6.57,0.4778,226.89,9,0.6634,0.0313,186.40,0.5650,0.4653
243,27,"Los Angeles-Long Beach-Riverside, CA","Southwest",34.0536781,-118.2427025,2013,2.15,3.88,4.79,3.67,4.09,4.59,449844640.87,21102.81,0.4592,0.2190,28932.37,10705.97,0.0331,0.1541,0.0309,3.35,0.0309,58.21,0.3122,0.1052,6487.67,6027.41,0.2129,0.8850,252.88,30.71,392.32,67.36,266.87,116.15,0.0001,0.0803,0.23,0.0306,0.0903,0.1330,0.2371,0.4945,0.2125,93512.82,61588.91,68191.30,27252.15,0.2288,0.0361,0.0243,0.1305,0.8405,0.5181,0.4787,0.1753,0.9274,0.1474,0.0187,0.0815,266.59,25.23,0.2173,110.09,15,0.8436,0.0261,480.83,0.2742,0.0274
244,28,"Louisville-Jefferson County--Elizabethtown-Scottsburg, KY-IN","Southeast",38.2542376,-85.759407,2013,1.77,0.93,1.67,0.81,2.10,4.47,838590266.83,58671.13,0.2079,0.3477,93236.48,3842.36,0.0110,0.0747,0.0006,5.53,0.0081,181.23,0.2714,0.4674,8421.28,2986.87,0.1187,0.9620,258.29,19.70,137.61,372.82,255.39,450.93,0.0343,0.0640,0.46,0.0299,0.0885,0.1582,0.2282,0.4709,0.1981,96971.13,82627.81,54151.66,87462.43,0.2286,0.1761,0.1794,0.0240,0.2637,0.1141,0.6027,0.9935,0.9459,0.4565,0.0194,0.1609,544.22,21.99,0.3485,232.70,50,0.8822,0.0312,148.12,0.7901,0.1655
245,29,"Memphis, TN-MS-AR","Southeast",35.1490215,-90.0516285,2013,4.43,2.55,4.30,2.54,2.97,1.60,674319159.89,62317.94,0.1801,0.2081,74065.85,12074.91,0.0093,0.0339,0.1043,5.63,0.0633,172.32,0.4041,0.3616,2949.89,3115.70,0.1689,0.9701,381.38,313.87,380.43,302.05,45.14,476.90,0.0243,0.1232,0.03,0.0430,0.0825,0.1425,0.2239,0.5032,0.2244,194.23,77415.29,81345.84,48025.39,0.2432,0.0081,0.0390,0.0601,0.1120,0.8700,0.6953,0.5636,0.3947,0.8024,0.0231,0.0862,318.36,46.45,0.1247,158.68,18,0.5294,0.0124,117.30,0.2384,0.2915
246,30,"Miami-Fort Lauderdale-Pompano Beach, FL","Southeast",25.7742658,-80.1936589,2013,2.95,1.78,2.93,1.23,1.66,0.10,242242518.53,88654.02,0.2220,0.0548,23747.40,41028.32,0.0315,0.0800,0.1853,6.89,0.0691,35.90,0.4205,0.1189,236.44,7323.49,0.1023,0.8937,367.61,414.39,216.66,403.96,312.29,387.25,0.0470,0.0841,0.40,0.0277,0.1098,0.1496,0.2504,0.4936,0.1983,17623.80,62663.15,71829.05,43072.06,0.1387,0.0202,0.2204,0.2251,0.8568,0.6065,0.5833,0.0563,0.0330,0.4436,0.0185,0.0685,439.41,3.52,0.2841,135.48,21,0.9602,0.0237,421.46,0.8692,0.4561
247,31,"Milwaukee-Racine-Waukesha, WI","Midwest",43.0349931,-87.922497,2013,0.18,2.96,4.18,1.31,3.03,4.03,629050527.65,97907.32,0.2432,0.3408,52463.28,92554.01,0.0098,0.0241,0.1643,6.11,0.0375,460.92,0.1955,0.1923,7624.44,3235.46,0.0851,0.9740,38.24,232.95,276.99,259.86,42.06,123.48,0.0242,0.0351,0.48,0.0300,0.0869,0.1487,0.2393,0.4869,0.1952,51415.16,64110.02,88853.63,63205.67,0.2022,0.1412,0.1688,0.0347,0.2530,0.3143,0.9149,0.1887,0.4749,0.3630,0.0257,0.1390,579.92,0.35,0.2401,271.63,34,0.6272,0.0395,381.55,0.7846,0.4235
248,32,"Minneapolis-St. Paul-St. Cloud, MN-WI","Midwest",44.9772995,-93.2654692,2013,4.65,2.14,2.23,0.73,4.71,3.66,855123743.83,5152.18,0.0330,0.4884,24200.73,13088.99,0.0373,0.1784,0.0906,4.39,0.0522,489.14,0.4742,0.4744,7957.62,14855.37,0.0869,0.8292,431.04,317.65,388.02,381.36,64.20,127.57,0.0344,0.2052,0.48,0.0482,0.0811,0.1538,0.2556,0.4893,0.2120,64143.85,19422.09,14171.77,69657.54,0.2230,0.2059,0.1146,0.1456,0.3201,0.6041,0.7567,0.7187,0.6023,0.2149,0.0062,0.1788,373.99,11.34,0.4154,349.42,31,0.8825,0.0473,264.79,0.9282,0.1103
249,33,"Nashville-Davidson--Murfreesboro--Columbia, TN","Southeast",36.1622257,-86.7743419,2013,1.74,0.20,1.08,4.16,3.90,3.63,586109675.89,29727.46,0.1975,0.2325,16652.81,94180.95,0.0002,0.1350,0.0088,6.48,0.0410,365.33,0.0856,0.2523,10418.28,8998.94,0.2349,0.9808,445.25,335.75,404.52,270.86,137.63,321.28,0.0131,0.1596,0.00,0.0356,0.1049,0.1632,0.2371,0.4844,0.1874,11109.72,45905.08,35318.82,7258.72,0.2121,0.2387,0.1018,0.2030,0.9297,0.6603,0.8401,0.5575,0.1617,0.1229,0.0195,0.1031,240.14,6.71,0.4928,211.94,40,0.9626,0.0714,494.13,0.3584,0.3966
250,34,"New Orleans-Metairie-Bogalusa, LA","Southeast",29.9499323,-90.0701156,2013,3.28,3.54,2.17,2.25,0.68,4.76,868174367.77,72789.69,0.4358,0.4790,87914.76,36347.39,0.0375,0.0903,0.1249,8.70,0.0487,242.86,0.4778,0.1460,13588.69,8516.68,0.0008,0.9877,239.61,379.40,498.55,191.65,385.55,492.78,0.0240,0.2288,0.02,0.0516,0.1007,0.1613,0.2554,0.4799,0.1918,5572.52,34853.55,74738.03,56485.44,0.2208,0.0765,0.1025,0.2042,0.7910,0.0479,0.8180,0.7934,0.8008,0.1924,0.0063,0.2494,635.23,26.19,0.3833,226.13,52,0.9603,0.0771,58.58,0.6672,0.2317
251,35,"New York-Newark-Bridgeport, NY-NJ-CT-PA","Northeast",40.7305991,-73.9865812,2013,4.47,4.78,2.35,1.30,2.12,1.88,906127657.46,65812.44,0.2213,0.0312,32180.84,61967.56,0.0281,0.2341,0.0183,6.36,0.0201,463.47,0.4062,0.4440,9932.46,8497.21,0.0371,0.8794,311.51,487.41,181.33,248.34,52.12,391.37,0.0154,0.0782,0.01,0.0300,0.0914,0.1341,0.2489,0.5102,0.1976,74273.35,90202.12,20959.26,57606.91,0.0871,0.0022,0.0634,0.1174,0.7199,0.4667,0.1836,0.5347,0.8397,0.5238,-0.0168,0.0650,555.05,9.09,0.3454,370.49,45,0.9838,0.0158,44.94,0.2136,0.2294
252,36,"Oklahoma City-Shawnee, OK","West",35.4707419,-97.5198806,2013,1.68,4.67,3.31,4.61,2.42,1.80,296132801.52,39695.05,0.0408,0.0323,47588.46,88145.38,0.0245,0.1253,0.0907,3.78,0.0269,163.95,0.2561,0.3636,2664.05,13256.88,0.2367,0.9947,250.53,481.83,230.24,320.25,6.07,97.86,0.0145,0.1487,0.28,0.0420,0.0962,0.1599,0.2298,0.4907,0.1918,59362.96,33566.23,362.00,89404.14,0.2192,0.1618,0.0550,0.1154,0.5433,0.5013,0.9750,0.3401,0.5322,0.8461,-0.0201,0.1229,361.32,0.20,0.4304,217.18,4,0.5725,0.0795,227.24,0.4438,0.0988
253,37,"Orlando-Deltona-Daytona Beach, FL","Southeast",28.5421175,-81.3790462,2013,4.48,4.52,2.60,3.79,2.79,0.51,606248194.77,62474.86,0.4358,0.1937,59991.98,49136.54,0.0384,0.1764,0.0364,4.15,0.0604,80.57,0.2527,0.1791,5339.40,11798.01,0.1281,0.9327,72.93,54.58,455.24,41.18,296.16,401.79,0.0367,0.1468,0.47,0.0320,0.0924,0.1599,0.2219,0.4961,0.1863,38011.75,50983.15,57644.30,27604.77,0.1106,0.0289,0.0982,0.2032,0.5136,0.6250,0.4663,0.2169,0.8616,0.8198,-0.0242,0.0349,63.28,23.14,0.1731,236.97,59,0.7560,0.0005,33.92,0.5676,0.2011
254,38,"Philadelphia-Camden-Vineland, PA-NJ-DE-MD","Northeast",39.952335,-75.163789,2013,0.15,3.41,0.02,1.83,2.27,1.55,931983250.61,40230.52,0.0881,0.3657,17952.64,52694.53,0.0373,0.0981,0.0845,0.40,0.0118,190.18,0.4654,0.2357,8141.42,10550.03,0.0160,0.8587,315.89,333.06,452.16,404.29,208.21,349.43,0.0070,0.0747,0.05,0.0211,0.0917,0.1524,0.2581,0.5080,0.2205,88714.24,74119.20,87594.31,37357.18,0.1427,0.2263,0.0117,0.2087,0.6946,0.3891,0.6752,0.1390,0.6380,0.7648,-0.0326,0.1103,228.70,9.42,0.4260,115.89,73,0.7933,0.0737,474.25,0.3757,0.4188
255,39,"Phoenix-Mesa-Scottsdale, AZ","Southwest",33.361168,-112.12130217,2013,0.86,1.97,2.67,0.23,3.29,3.61,128665026.70,74540.05,0.1665,0.1863,82564.38,32148.35,0.0194,0.0234,0.0753,5.32,0.0321,356.93,0.3647,0.2890,6963.07,12620.73,0.1346,0.9176,169.98,218.58,402.61,2.77,158.92,83.40,0.0343,0.1060,0.04,0.0446,0.1118,0.1428,0.2245,0.5157,0.1801,42778.52,41172.28,61198.91,19812.71,0.2226,0.1738,0.0902,0.1053,0.7656,0.7433,0.8731,0.6982,0.3263,0.6067,-0.0017,0.1523,389.00,25.21,0.4228,121.71,7,0.7299,0.0168,475.70,0.4194,0.0822
256,40,"Pittsburgh-New Castle, PA","Midwest",40.4416941,-79.9900861,2013,4.71,1.98,3.80,4.82,4.65,1.58,920749800.23,11498.30,0.0381,0.0751,93788.11,58647.22,0.0167,0.0643,0.1166,5.77,0.0069,487.11,0.0855,0.4968,9375.92,6190.41,0.2000,0.9782,88.81,487.06,339.87,418.20,341.95,270.99,0.0004,0.1920,0.02,0.0401,0.1125,0.1323,0.2507,0.5099,0.1871,15512.45,55310.20,94452.28,13304.74,0.1747,0.1879,0.0170,0.2218,0.6161,0.3014,0.8096,0.3931,0.8328,0.6113,-0.0137,0.0062,460.40,17.75,0.4348,127.49,70,0.7693,0.0625,459.06,0.2325,0.4954
257,41,"Portland-Vancouver-Beaverton, OR-WA","West",45.5202471,-122.6741949,2013,0.74,3.72,1.34,3.57,3.79,2.50,835673820.65,95898.79,0.3114,0.0453,79623.20,52247.75,0.0368,0.1707,0.1376,5.81,0.0700,441.95,0.2807,0.1860,10627.75,13348.20,0.0344,0.9121,483.16,169.94,108.73,9.82,11.97,338.35,0.0071,0.1789,0.02,0.0414,0.0946,0.1442,0.2521,0.5120,0.2229,27949.14,42086.12,3913.16,9777.17,0.1316,0.0500,0.1826,0.2274,0.6306,0.2286,0.5358,0.5973,0.9757,0.0392,-0.0048,0.1907,92.08,26.62,0.4843,306.05,65,0.8034,0.0378,91.36,0.4274,0.3691
258,42,"Raleigh-Durham-Cary, NC","Southeast",35.7804015,-78.6390779,2013,2.57,1.70,0.20,3.43,2.95,3.11,825758954.46,90131.62,0.1559,0.0892,92641.12,51744.87,0.0269,0.1855,0.0673,5.17,0.0768,462.60,0.4226,0.0253,4026.23,9041.47,0.1967,0.8748,192.11,91.77,447.28,147.70,192.48,474.56,0.0098,0.0560,0.09,0.0281,0.0855,0.1551,0.2326,0.5156,0.1996,6564.26,77657.46,84842.44,52343.48,0.0433,0.0807,0.2203,0.2197,0.5513,0.0943,0.4551,0.6444,0.7613,0.1663,-0.0322,0.1807,634.68,9.48,0.4113,310.52,18,0.5228,0.0610,234.09,0.3883,0.4826
259,43,"Richmond, VA","Southeast",37.541239,-77.4420183,2013,2.87,4.56,2.41,4.00,3.14,2.59,718673401.70,72264.73,0.3537,0.4537,25112.47,28379.53,0.0225,0.0785,0.0565,2.00,0.0064,355.81,0.4446,0.2008,7639.94,8712.05,0.0495,0.8533,229.29,291.49,20.77,207.64,459.09,356.83,0.0191,0.0481,0.08,0.0459,0.0918,0.1378,0.2382,0.4760,0.2155,37776.73,86552.16,5993.08,27854.63,0.0670,0.2035,0.1801,0.1426,0.3134,0.9936,0.2209,0.1577,0.5458,0.0227,-0.0319,0.0608,395.28,33.58,0.2043,365.82,17,0.8304,0.0985,215.91,0.9172,0.1315
260,44,"Rochester-Batavia-Seneca Falls, NY","Northeast",43.1572851,-77.6152141,2013,3.59,4.66,3.07,2.78,3.34,3.80,893434304.46,50001.79,0.2402,0.1319,78240.21,81887.28,0.0230,0.1405,0.0412,3.10,0.0099,210.84,0.3572,0.3146,11993.36,12010.15,0.0010,0.9267,32.38,325.31,398.76,29.19,409.92,9.68,0.0172,0.1878,0.47,0.0411,0.0875,0.1429,0.2310,0.4968,0.2008,64907.96,19552.39,88596.62,33438.57,0.0083,0.2031,0.2167,0.1366,0.5477,0.7606,0.3546,0.2414,0.5445,0.0346,-0.0205,0.1779,566.16,5.56,0.2330,170.23,63,0.9692,0.0820,389.85,0.7652,0.1819
261,45,"Sacramento--Arden-Arcade--Yuba City, CA-NV","West",38.4732259,-121.2980707,2013,4.48,2.89,4.97,3.15,1.76,3.19,57841622.46,38710.20,0.3539,0.3176,75315.04,21140.58,0.0090,0.2255,0.1353,9.29,0.0373,91.44,0.3621,0.1575,3403.63,11766.36,0.1563,0.9331,349.40,192.89,72.02,424.49,285.69,433.12,0.0196,0.2172,0.19,0.0350,0.0865,0.1350,0.2243,0.4898,0.2198,63254.93,66337.14,35404.63,8166.66,0.2399,0.0415,0.1465,0.1169,0.5187,0.2657,0.3704,0.7146,0.0275,0.2513,0.0237,0.2086,176.09,43.70,0.3338,287.16,11,0.9085,0.0948,438.29,0.4014,0.4734
262,46,"Salt Lake City-Ogden-Clearfield, UT","West",40.7606467,-111.89109,2013,3.84,2.63,3.62,1.26,4.46,0.09,498310858.34,78608.77,0.1579,0.3060,11436.89,1552.92,0.0034,0.2238,0.0327,4.86,0.0388,398.10,0.4324,0.4201,13362.50,5148.23,0.1206,0.9521,139.75,472.89,116.43,472.54,491.69,119.74,0.0444,0.1086,0.22,0.0291,0.1120,0.1424,0.2594,0.4883,0.2279,46975.43,30519.69,14944.10,7105.20,0.0369,0.0404,0.0450,0.0082,0.4630,0.7387,0.2384,0.6326,0.5917,0.4941,0.0149,0.1035,595.67,1.78,0.4253,392.73,67,0.5664,0.0505,155.11,0.0502,0.3458
263,47,"San Antonio, TX","Southwest",29.4246002,-98.4951405,2013,2.56,0.86,2.26,3.41,4.58,0.82,275171359.26,14569.44,0.2341,0.0124,77725.48,91375.31,0.0390,0.1665,0.1252,0.03,0.0447,0.69,0.4839,0.3134,10285.29,1991.25,0.0018,0.9151,275.95,321.65,429.59,164.45,245.90,312.14,0.0324,0.1806,0.20,0.0472,0.0815,0.1304,0.2420,0.4774,0.1873,84668.39,50477.86,47374.98,33593.10,0.1853,0.0522,0.1924,0.0312,0.0421,0.4203,0.2315,0.5196,0.6942,0.2754,0.0097,0.1779,603.18,17.68,0.1626,199.66,25,0.5403,0.0413,492.03,0.6792,0.0060
264,48,"San Diego-Carlsbad-San Marcos, CA","Southwest",32.7469869,-117.21177,2013,1.69,2.24,2.04,3.50,2.67,4.68,454808312.89,62718.89,0.4771,0.0879,5192.39,95292.44,0.0073,0.1798,0.1332,6.39,0.0068,50.83,0.3597,0.3054,624.45,8125.01,0.0551,0.9905,219.74,222.80,448.26,93.42,250.19,342.89,0.0181,0.1771,0.27,0.0286,0.0901,0.1314,0.2415,0.5133,0.1853,91195.19,58609.88,14242.50,70867.25,0.2199,0.2205,0.1302,0.1424,0.6463,0.4962,0.1859,0.1961,0.6277,0.5708,0.0163,0.0134,338.50,29.01,0.0813,215.54,33,0.7582,0.0310,156.52,0.3726,0.1293
